"","seqnames","start","end","width","strand","idr_name","scaled_idr","idr_strand","local_idr","global_idr","rep1_chromstart","rep1_chromend","rep1_signal","rep2_chromstart","rep2_chromend","rep2_signal","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes"
"480","chr2",39008003,39008123,121,"*",".",634,".",1.16,1.53,39008007,39008118,18.40554,39008002,39008123,24.69564,"Promoter",2,39008076,39015877,7802,1,"74192","ENSMUST00000112862","6",0,"ENSMUSG00000026755"
"481","chr2",165493287,165493467,181,"*",".",671,".",1.28,1.62,165493286,165493437,18.40554,165493286,165493467,33.44677,"Promoter",2,165490110,165493324,3215,2,"381406","ENSMUST00000039007","6",0,"ENSMUSG00000039725"
"482","chr4",3574769,3574942,174,"*",".",674,".",1.3,1.62,3574803,3574927,18.40554,3574768,3574942,33.44677,"Promoter",4,3574875,3616619,41745,1,"116940","ENSMUST00000052712","5",0,"ENSMUSG00000028233"
"483","chr4",106678852,106679037,186,"*",".",544,".",0.8,1.31,106678866,106679037,18.40554,106678851,106679031,20.67269,"Promoter",4,106662256,106678944,16689,2,"72354","ENSMUST00000026480","12",0,"ENSMUSG00000025413"
"484","chr4",150914415,150914656,242,"*",".",635,".",1.17,1.53,150914429,150914535,18.40554,150914414,150914656,24.69564,"Promoter",4,150914562,150934411,19850,1,"21942","ENSMUST00000135169","7",0,"ENSMUSG00000028965"
"485","chr4",155173503,155173912,410,"*",".",665,".",1.27,1.6,155173544,155173742,18.40554,155173502,155173912,27.26266,"Intron (ENSMUST00000129314.1/20481, intron 1 of 6)",4,155154075,155188296,34222,2,"20481","ENSMUST00000129314","1",14384,"ENSMUSG00000029050"
"486","chr5",136198925,136199042,118,"*",".",598,".",1.03,1.44,136198925,136199038,18.40554,136198924,136199042,22.5462,"Promoter",5,136178127,136198963,20837,2,"66801","ENSMUST00000151786","7",0,"ENSMUSG00000039737"
"487","chr6",35539739,35539924,186,"*",".",651,".",1.22,1.57,35539777,35539889,18.40554,35539738,35539924,38.59873,"Promoter",6,35508906,35539888,30983,2,"14489","ENSMUST00000031866","8",0,"ENSMUSG00000029840"
"488","chr6",113326733,113326989,257,"*",".",633,".",1.15,1.52,113326838,113326989,18.40554,113326732,113326967,24.69564,"Promoter",6,113326972,113334188,7217,1,"18294","ENSMUST00000032406","14",0,"ENSMUSG00000030271"
"489","chr7",90442634,90442856,223,"*",".",555,".",0.83,1.34,90442662,90442788,18.40554,90442633,90442856,20.79437,"Promoter",7,90442729,90446104,3376,1,"233490","ENSMUST00000061767","4",0,"ENSMUSG00000051451"
"490","chr9",15279904,15280056,153,"*",".",599,".",1.03,1.44,15279926,15280056,18.40554,15279903,15280049,22.5462,"Promoter",9,15260351,15279931,19581,2,"234959","ENSMUST00000034411","9",0,"ENSMUSG00000031935"
"491","chr9",60688051,60688261,211,"*",".",665,".",1.27,1.6,60688108,60688232,18.40554,60688050,60688261,27.26266,"Promoter",9,60568859,60688124,119266,2,"102747","ENSMUST00000150060","7",0,"ENSMUSG00000047766"
"492","chrX",95957011,95957150,140,"*",".",625,".",1.12,1.51,95957034,95957138,18.40554,95957010,95957150,23.7045,"Promoter",20,95949435,95956962,7528,2,"76130","ENSMUST00000139717","1",-49,"ENSMUSG00000057421"
"493","chrX",169320093,169320589,497,"*",".",660,".",1.25,1.59,169320092,169320494,18.40554,169320097,169320589,26.14284,"Promoter",20,169250193,169320372,70180,2,"15159","ENSMUST00000154638","8",0,"ENSMUSG00000031352"
"494","chr13",41000896,41001122,227,"*",".",670,".",1.28,1.61,41000921,41001017,18.21042,41000895,41001122,30.93719,"Promoter",13,41001023,41013015,11993,1,"68083","ENSMUST00000046951","9",0,"ENSMUSG00000038683"
"495","chr4",40142713,40143467,755,"*",".",608,".",1.06,1.47,40142760,40143408,18.14414,40142712,40143467,43.83499,"Promoter",4,40143081,40198338,55258,1,"11428","ENSMUST00000102973","3",0,"ENSMUSG00000028405"
"496","chr12",80644154,80644287,134,"*",".",617,".",1.08,1.49,80644153,80644249,18.07946,80644157,80644287,23.23768,"Promoter",12,80644226,80666627,22402,1,"328133","ENSMUST00000219405","1",0,"ENSMUSG00000048833"
"497","chr1",91540571,91540755,185,"*",".",632,".",1.15,1.52,91540570,91540732,17.77606,91540570,91540755,38.59873,"Promoter",1,91540714,91559589,18876,1,"65247","ENSMUST00000027538","8",0,"ENSMUSG00000026311"
"498","chr11",64978819,64978959,141,"*",".",603,".",1.04,1.45,64978835,64978935,17.77606,64978818,64978959,22.58077,"Promoter",11,64979038,65002069,23032,1,"68626","ENSMUST00000071891","11",-79,"ENSMUSG00000020549"
"499","chr11",76243655,76243788,134,"*",".",664,".",1.27,1.6,76243662,76243788,17.77606,76243654,76243788,28.47508,"Promoter",11,76210571,76243663,33093,2,"276919","ENSMUST00000169701","7",0,"ENSMUSG00000017286"
"500","chr16",87432464,87432742,279,"*",".",668,".",1.28,1.61,87432476,87432669,17.77606,87432463,87432742,29.70004,"Promoter",16,87376651,87432612,55962,2,"78913","ENSMUST00000039449","8",0,"ENSMUSG00000052299"
"501","chr2",143062970,143063077,108,"*",".",644,".",1.2,1.55,143062969,143063073,17.77606,143062971,143063077,25.7764,"Promoter",2,143063039,143072853,9815,1,"20639","ENSMUST00000008477","12",0,"ENSMUSG00000008333"
"502","chr4",119320457,119320666,210,"*",".",667,".",1.28,1.61,119320462,119320616,17.77606,119320456,119320666,29.49694,"Promoter",4,119300010,119320484,20475,2,"66101","ENSMUST00000056458","13",0,"ENSMUSG00000060288"
"503","chr6",29609795,29609987,193,"*",".",659,".",1.25,1.59,29609804,29609987,17.77606,29609794,29609985,32.9497,"Promoter",6,29540827,29609887,69061,2,"320938","ENSMUST00000012679","14",0,"ENSMUSG00000012535"
"504","chr6",122874450,122874563,114,"*",".",657,".",1.24,1.58,122874465,122874563,17.77606,122874449,122874561,27.24944,"Promoter",6,122874474,122888941,14468,1,"67602","ENSMUST00000032477","5",0,"ENSMUSG00000030327"
"505","chr9",35210937,35211232,296,"*",".",637,".",1.17,1.54,35210945,35211190,17.77606,35210936,35211232,25.0329,"Promoter",9,35204208,35210954,6747,2,"235169","ENSMUST00000130072","7",0,"ENSMUSG00000039048"
"506","chr1",169531396,169531654,259,"*",".",662,".",1.26,1.59,169531433,169531634,17.73741,169531395,169531654,29.15863,"Promoter",1,169497934,169531464,33531,2,"66977","ENSMUST00000111368","7",0,"ENSMUSG00000026683"
"507","chr18",53744514,53744819,306,"*",".",661,".",1.25,1.59,53744563,53744805,17.72997,53744513,53744819,29.38462,"Promoter",18,53681723,53744547,62825,2,"225523","ENSMUST00000049811","7",0,"ENSMUSG00000048799"
"508","chr11",100622788,100622931,144,"*",".",551,".",0.82,1.33,100622787,100622931,17.57769,100622788,100622920,20.75351,"Promoter",11,100622876,100627607,4732,1,"71966","ENSMUST00000017981","9",0,"ENSMUSG00000017837"
"509","chr1",183388781,183389034,254,"*",".",636,".",1.17,1.53,183388780,183389033,17.5243,183388789,183389034,25.04808,"Promoter",1,183388981,183409353,20373,1,"21339","ENSMUST00000097043","10",0,"ENSMUSG00000072258"
"510","chr14",70153661,70153950,290,"*",".",652,".",1.22,1.57,70153663,70153945,17.5243,70153660,70153950,32.41733,"Promoter",14,70138168,70153811,15644,2,"219158","ENSMUST00000035612","6",0,"ENSMUSG00000033712"
"511","chr19",8920281,8920439,159,"*",".",658,".",1.24,1.59,8920280,8920437,17.5243,8920286,8920439,32.18621,"Promoter",19,8920374,8927236,6863,1,"72727","ENSMUST00000096243","6",0,"ENSMUSG00000071649"
"512","chr6",83506848,83507029,182,"*",".",607,".",1.06,1.46,83506855,83507029,17.5243,83506847,83506998,23.03462,"Promoter",6,83480217,83506969,26753,2,"27369","ENSMUST00000014698","9",0,"ENSMUSG00000014554"
"513","chr7",110061618,110061770,153,"*",".",656,".",1.24,1.58,110061617,110061748,17.5243,110061637,110061770,28.26197,"Promoter",7,110061710,110095018,33309,1,"20841","ENSMUST00000211798","1",0,"ENSMUSG00000061079"
"514","chr8",3621235,3621596,362,"*",".",652,".",1.22,1.57,3621234,3621596,17.5243,3621269,3621576,33.44677,"Promoter",8,3621548,3625606,4059,1,"100503890","ENSMUST00000208950","1",0,"ENSMUSG00000087687"
"515","chr6",17463636,17464018,383,"*",".",606,".",1.05,1.46,17463836,17463984,17.447,17463635,17464018,22.89543,"Promoter",6,17463800,17573980,110181,1,"17295","ENSMUST00000115443","7",0,"ENSMUSG00000009376"
"516","chr11",70982967,70983135,169,"*",".",654,".",1.23,1.58,70982976,70983109,17.27966,70982966,70983135,28.47508,"Promoter",11,70977836,70983026,5191,2,"12261","ENSMUST00000078528","6",0,"ENSMUSG00000018446"
"517","chr13",74563834,74563972,139,"*",".",623,".",1.11,1.5,74563833,74563966,17.27966,74563845,74563972,24.87696,"Exon (ENSMUST00000222245.1/ENSMUST00000222245.1, exon 1 of 2)",13,74480057,74493992,13936,2,"235956","ENSMUST00000221173","1",-69842,"ENSMUSG00000069208"
"518","chr17",17294244,17294463,220,"*",".",638,".",1.17,1.54,17294324,17294434,17.27966,17294243,17294463,26.06316,"Promoter",17,17294443,17318104,23662,1,"100862203","ENSMUST00000186431","6",0,"ENSMUSG00000072761"
"519","chr17",34981773,34981908,136,"*",".",545,".",0.8,1.31,34981772,34981885,17.27966,34981780,34981908,20.27407,"Promoter",17,34981862,34983981,2120,1,"27756","ENSMUST00000172523","1",0,"ENSMUSG00000007050"
"520","chr17",74489343,74489459,117,"*",".",626,".",1.12,1.51,74489359,74489451,17.27966,74489342,74489459,24.87696,"Promoter",17,74489493,74492505,3013,1,"67864","ENSMUST00000234939","1",-34,"ENSMUSG00000024072"
"521","chr18",84589452,84589811,360,"*",".",569,".",0.9,1.37,84589476,84589796,17.27966,84589451,84589811,21.40256,"Promoter",18,84207701,84589504,381804,2,"240476","ENSMUST00000125763","2",0,"ENSMUSG00000048410"
"522","chr19",7264219,7264339,121,"*",".",605,".",1.05,1.46,7264231,7264326,17.27966,7264218,7264339,22.89543,"Distal Intergenic",19,7267325,7270144,2820,1,"104383","ENSMUST00000140442","7",-2986,"ENSMUSG00000024968"
"523","chr19",38819182,38819328,147,"*",".",648,".",1.21,1.56,38819225,38819323,17.27966,38819181,38819328,28.47508,"Promoter",19,38788128,38819237,31110,2,"57753","ENSMUST00000025963","7",0,"ENSMUSG00000024999"
"524","chr2",23572015,23572184,170,"*",".",650,".",1.22,1.57,23572063,23572160,17.27966,23572014,23572184,27.26266,"Promoter",2,23506220,23572104,65885,2,"76857","ENSMUST00000132484","6",0,"ENSMUSG00000026771"
"525","chr2",156144124,156144257,134,"*",".",647,".",1.2,1.56,156144140,156144233,17.27966,156144123,156144257,28.47508,"Promoter",2,156123639,156144186,20548,2,"18041","ENSMUST00000029147","15",0,"ENSMUSG00000027618"
"526","chr4",118437318,118437637,320,"*",".",621,".",1.11,1.5,118437324,118437602,17.27966,118437317,118437637,34.71858,"Promoter",4,118432901,118437352,4452,2,"107995","ENSMUST00000006565","12",0,"ENSMUSG00000006398"
"527","chr4",133277596,133277914,319,"*",".",587,".",0.99,1.42,133277650,133277877,17.27966,133277595,133277914,22.5462,"Promoter",4,133266045,133277792,11748,2,"52174","ENSMUST00000105907","8",0,"ENSMUSG00000028857"
"528","chr5",134571752,134572160,409,"*",".",612,".",1.07,1.48,134571761,134572006,17.27966,134571751,134572160,23.7045,"Promoter",5,134572076,134572114,39,1,"102465708","ENSMUST00000196812","1",0,"ENSMUSG00000106323"
"529","chr5",139826847,139826962,116,"*",".",632,".",1.15,1.52,139826856,139826954,17.27966,139826846,139826962,26.04858,"Promoter",5,139823592,139826885,3294,2,"66506","ENSMUST00000031531","13",0,"ENSMUSG00000029551"
"530","chr6",88045202,88045334,133,"*",".",622,".",1.11,1.5,88045205,88045307,17.27966,88045201,88045334,24.87696,"Promoter",6,87999106,88045270,46165,2,"19349","ENSMUST00000113600","9",0,"ENSMUSG00000079477"
"531","chr6",120364301,120364447,147,"*",".",629,".",1.14,1.52,120364319,120364419,17.27966,120364300,120364447,24.87696,"Promoter",6,120324323,120364374,40052,2,"67200","ENSMUST00000127146","7",0,"ENSMUSG00000030177"
"532","chr6",147042686,147042799,114,"*",".",653,".",1.23,1.57,147042697,147042791,17.27966,147042685,147042799,28.47508,"Promoter",6,147042764,147050580,7817,1,"232536","ENSMUST00000149660","1",0,"ENSMUSG00000040112"
"533","chr7",4684924,4685123,200,"*",".",649,".",1.21,1.56,4684934,4685042,17.27966,4684923,4685123,29.49694,"Promoter",7,4660521,4685068,24548,2,"66245","ENSMUST00000079970","5",0,"ENSMUSG00000063802"
"534","chr7",45717955,45718105,151,"*",".",618,".",1.08,1.49,45717963,45718092,17.27966,45717954,45718105,23.7045,"Promoter",7,45718071,45720835,2765,1,"19899","ENSMUST00000072503","12",0,"ENSMUSG00000059070"
"535","chr7",119720751,119720867,117,"*",".",542,".",0.79,1.31,119720753,119720862,17.27966,119720750,119720867,20.27407,"Promoter",7,119715093,119720798,5706,2,"233802","ENSMUST00000033236","8",0,"ENSMUSG00000030942"
"536","chr8",123224754,123224893,140,"*",".",590,".",1,1.42,123224753,123224869,17.27966,123224764,123224893,22.5462,"Promoter",8,123224842,123232250,7409,1,"234854","ENSMUST00000036880","7",0,"ENSMUSG00000033862"
"537","chr10",128035516,128035686,171,"*",".",626,".",1.13,1.51,128035517,128035632,16.96942,128035515,128035686,32.31923,"Promoter",10,128035575,128048633,13059,1,"17938","ENSMUST00000073868","8",0,"ENSMUSG00000061315"
"538","chr7",126487100,126487436,337,"*",".",631,".",1.14,1.52,126487229,126487415,16.96942,126487099,126487436,31.28209,"Promoter",7,126487361,126490727,3367,1,"233870","ENSMUST00000098048","5",0,"ENSMUSG00000073838"
"539","chr17",24886404,24886530,127,"*",".",598,".",1.03,1.44,24886413,24886526,16.76388,24886403,24886530,23.03462,"Promoter",17,24882617,24886349,3733,2,"26426","ENSMUST00000234352","1",-55,"ENSMUSG00000039183"
"540","chr13",95375297,95375453,157,"*",".",627,".",1.13,1.51,95375332,95375442,16.69994,95375296,95375453,26.06316,"Promoter",13,95350683,95375352,24670,2,"66549","ENSMUST00000022189","8",0,"ENSMUSG00000021681"
"541","chr19",5688848,5689107,260,"*",".",547,".",0.81,1.32,5688886,5689086,16.69994,5688847,5689107,20.67269,"Promoter",19,5664635,5688908,24274,2,"104401","ENSMUST00000113615","8",0,"ENSMUSG00000054874"
"542","chr3",97901111,97901256,146,"*",".",621,".",1.1,1.5,97901126,97901232,16.69994,97901110,97901256,32.41733,"Promoter",3,97901190,97923276,22087,1,"20333","ENSMUST00000029476","8",0,"ENSMUSG00000027879"
"543","chr11",115277106,115277376,271,"*",".",562,".",0.86,1.35,115277124,115277362,16.69327,115277105,115277376,21.06852,"Promoter",11,115268024,115277050,9027,2,"14149","ENSMUST00000021078","2",-56,"ENSMUSG00000018861"
"544","chr15",78449344,78450067,724,"*",".",628,".",1.14,1.51,78449583,78450067,16.67203,78449343,78450056,26.36116,"Intron (ENSMUST00000017086.4/71753, intron 10 of 17)",15,78443783,78444379,597,2,"71753","ENSMUST00000230473","1",-4965,"ENSMUSG00000016942"
"545","chr10",88826777,88826903,127,"*",".",572,".",0.93,1.38,88826795,88826888,16.59113,88826776,88826903,21.66168,"Promoter",10,88746607,88826804,80198,2,"70683","ENSMUST00000004470","8",0,"ENSMUSG00000004356"
"546","chr11",121354362,121354512,151,"*",".",617,".",1.07,1.49,121354370,121354512,16.59113,121354361,121354512,24.15473,"Promoter",11,121327224,121354445,27222,2,"66840","ENSMUST00000026173","12",0,"ENSMUSG00000025173"
"547","chr13",93192345,93192522,178,"*",".",579,".",0.94,1.39,93192371,93192474,16.59113,93192344,93192522,38.59873,"Promoter",13,93146282,93192385,46104,2,"100715","ENSMUST00000225868","1",0,"ENSMUSG00000042167"
"548","chr13",100775738,100775950,213,"*",".",583,".",0.96,1.41,100775827,100775932,16.59113,100775737,100775950,37.69499,"Promoter",13,100759674,100775899,16226,2,"26886","ENSMUST00000075550","3",0,"ENSMUSG00000045273"
"549","chr15",76723744,76723943,200,"*",".",628,".",1.14,1.51,76723798,76723936,16.59113,76723743,76723943,28.36758,"Promoter",15,76721465,76723840,2376,2,"223665","ENSMUST00000036247","9",0,"ENSMUSG00000116138"
"550","chr2",30981888,30982013,126,"*",".",614,".",1.07,1.48,30981889,30982013,16.59113,30981887,30982004,24.59976,"Promoter",2,30972177,30981941,9765,2,"227707","ENSMUST00000028205","9",0,"ENSMUSG00000026851"
"551","chr15",93398267,93398457,191,"*",".",573,".",0.93,1.38,93398269,93398379,16.56276,93398266,93398457,38.15075,"Promoter",15,93398350,93489308,90959,1,"223828","ENSMUST00000109256","10",0,"ENSMUSG00000036167"
"552","chr3",62506962,62507164,203,"*",".",619,".",1.1,1.49,62506970,62507127,16.32618,62506961,62507164,25.32641,"Promoter",3,62468013,62507004,38992,2,"72162","ENSMUST00000029336","5",0,"ENSMUSG00000027770"
"553","chr10",81182811,81183008,198,"*",".",619,".",1.1,1.49,81182820,81182980,16.17213,81182810,81183008,25.7764,"Promoter",10,81183005,81193197,10193,1,"13144","ENSMUST00000178422","8",0,"ENSMUSG00000034974"
"554","chr11",83753634,83753747,114,"*",".",558,".",0.85,1.34,83753636,83753733,16.17213,83753633,83753747,20.79437,"Promoter",11,83753696,83783754,30059,1,"217026","ENSMUST00000001002","7",0,"ENSMUSG00000000976"
"555","chr11",120151243,120151425,183,"*",".",546,".",0.8,1.32,120151269,120151387,16.17213,120151242,120151425,20.67529,"Promoter",11,120103960,120151346,47387,2,"72055","ENSMUST00000045402","13",0,"ENSMUSG00000061306"
"556","chr12",4234283,4234407,125,"*",".",615,".",1.07,1.48,4234287,4234401,16.17213,4234282,4234407,26.06316,"Promoter",12,4211667,4234294,22628,2,"52504","ENSMUST00000140975","7",0,"ENSMUSG00000020652"
"557","chr13",55444903,55445630,728,"*",".",612,".",1.07,1.47,55445271,55445483,16.17213,55444902,55445630,24.87696,"Promoter",13,55445072,55460922,15851,1,"26385","ENSMUST00000224653","1",0,"ENSMUSG00000074886"
"558","chr14",47418170,47418372,203,"*",".",602,".",1.03,1.45,47418194,47418294,16.17213,47418169,47418372,23.7045,"Promoter",14,47388718,47418177,29460,2,"218977","ENSMUST00000180299","7",0,"ENSMUSG00000037544"
"559","chr14",55591514,55591784,271,"*",".",597,".",1.03,1.44,55591524,55591783,16.17213,55591513,55591784,23.7045,"Promoter",14,55591708,55603693,11986,1,"268749","ENSMUST00000019443","14",0,"ENSMUSG00000047098"
"560","chr16",20717693,20717824,132,"*",".",559,".",0.85,1.35,20717692,20717824,16.17213,20717692,20717824,21.154,"Promoter",16,20705538,20717746,12209,2,"12724","ENSMUST00000131522","7",0,"ENSMUSG00000022843"
"561","chr19",10525113,10525425,313,"*",".",616,".",1.07,1.48,10525141,10525292,16.17213,10525112,10525425,29.70004,"Promoter",19,10525266,10538840,13575,1,"269061","ENSMUST00000235162","1",0,"ENSMUSG00000034820"
"562","chr4",141444590,141444733,144,"*",".",601,".",1.03,1.45,141444602,141444709,16.17213,141444589,141444733,24.87696,"Promoter",4,141444654,141467225,22572,1,"22642","ENSMUST00000006377","12",0,"ENSMUSG00000006215"
"563","chr4",149485130,149485297,168,"*",".",610,".",1.06,1.47,149485133,149485287,16.17213,149485129,149485297,30.6134,"Promoter",4,149467572,149485202,17631,2,"66454","ENSMUST00000119921","7",0,"ENSMUSG00000028992"
"564","chr4",154011671,154011840,170,"*",".",557,".",0.84,1.34,154011670,154011804,16.17213,154011677,154011840,21.0824,"Promoter",4,154011731,154021513,9783,1,"72946","ENSMUST00000169622","7",0,"ENSMUSG00000029028"
"565","chr5",92082870,92083037,168,"*",".",600,".",1.03,1.45,92082889,92083017,16.17213,92082869,92083037,32.18621,"Promoter",5,92053717,92083238,29522,2,"23881","ENSMUST00000164378","7",201,"ENSMUSG00000029405"
"566","chr6",33060194,33060460,267,"*",".",611,".",1.07,1.47,33060256,33060420,16.17213,33060193,33060460,29.70004,"Promoter",6,32792217,33060260,268044,2,"66075","ENSMUST00000066379","10",0,"ENSMUSG00000053768"
"567","chr7",45434250,45434359,110,"*",".",568,".",0.9,1.37,45434260,45434351,16.17213,45434249,45434359,21.40256,"Promoter",7,45424698,45434277,9580,2,"20174","ENSMUST00000210439","1",0,"ENSMUSG00000003868"
"568","chr7",46919923,46920081,159,"*",".",578,".",0.94,1.39,46919927,46920027,16.17213,46919922,46920081,22.5462,"Promoter",7,46888949,46919969,31021,2,"22088","ENSMUST00000014546","14",0,"ENSMUSG00000014402"
"569","chr7",141394959,141395094,136,"*",".",566,".",0.89,1.36,141394979,141395075,16.17213,141394958,141395094,21.40256,"Intron (ENSMUST00000211654.1/21351, intron 1 of 8)",7,141392243,141399123,6881,1,"21351","ENSMUST00000141793","1",2716,"ENSMUSG00000025503"
"570","chr9",14500497,14500722,226,"*",".",565,".",0.87,1.36,14500541,14500693,16.17213,14500496,14500722,21.40256,"Promoter",9,14500617,14510577,9961,1,"66070","ENSMUST00000004200","8",0,"ENSMUSG00000004096"
"571","chr9",37348332,37348496,165,"*",".",582,".",0.96,1.4,37348376,37348493,16.17213,37348331,37348496,22.5462,"Promoter",9,37275835,37348392,72558,2,"245902","ENSMUST00000037275","5",0,"ENSMUSG00000034303"
"572","chr9",107950819,107951022,204,"*",".",594,".",1.01,1.43,107950891,107951001,16.17213,107950818,107951022,33.44677,"Promoter",9,107950956,107972270,21315,1,"22036","ENSMUST00000049348","8",0,"ENSMUSG00000032586"
"573","chr17",29268745,29268973,229,"*",".",596,".",1.03,1.44,29268772,29268960,15.96809,29268744,29268973,25.04808,"Promoter",17,29268788,29302890,34103,1,"80748","ENSMUST00000064709","12",0,"ENSMUSG00000052712"
"574","chr11",83302610,83302741,132,"*",".",602,".",1.03,1.45,83302609,83302728,15.83542,83302610,83302741,27.42199,"Promoter",11,83302703,83344580,41878,1,"71770","ENSMUST00000132178","2",0,"ENSMUSG00000035152"
"575","chr11",102284765,102285136,372,"*",".",554,".",0.83,1.33,102284866,102285003,15.83542,102284764,102285136,36.92205,"Promoter",11,102284931,102289237,4307,1,"72053","ENSMUST00000036376","12",0,"ENSMUSG00000034757"
"576","chr13",90089428,90089782,355,"*",".",603,".",1.03,1.45,90089469,90089768,15.83542,90089427,90089782,26.96635,"Promoter",13,89774027,90089523,315497,2,"108138","ENSMUST00000159199","7",0,"ENSMUSG00000021615"
"577","chr14",54254018,54254242,225,"*",".",595,".",1.02,1.43,54254111,54254207,15.83542,54254017,54254242,28.11169,"Promoter",14,54254188,54269075,14888,1,"105501","ENSMUST00000180359","7",0,"ENSMUSG00000040997"
"578","chr14",65149465,65150364,900,"*",".",600,".",1.03,1.45,65149722,65150364,15.83542,65149464,65150256,26.04858,"Promoter",14,65077750,65149855,72106,2,"54616","ENSMUST00000223989","1",0,"ENSMUSG00000021978"
"579","chr17",35121280,35121546,267,"*",".",590,".",1,1.42,35121424,35121515,15.83542,35121279,35121546,24.45064,"Promoter",17,35116196,35121429,5234,2,"13001","ENSMUST00000173114","7",0,"ENSMUSG00000024387"
"580","chr11",98942053,98942291,239,"*",".",582,".",0.96,1.4,98942052,98942291,15.76796,98942158,98942279,23.43169,"Intron (ENSMUST00000107474.7/19401, intron 1 of 8)",11,98939712,98950490,10779,1,"19401","ENSMUST00000147985","1",2341,"ENSMUSG00000037992"
"581","chr11",119491237,119491779,543,"*",".",593,".",1.01,1.43,119491236,119491673,15.76796,119491238,119491779,28.47508,"Promoter",11,119491347,119511423,20077,1,"338371","ENSMUST00000106244","8",0,"ENSMUSG00000039850"
"582","chr16",8637590,8637787,198,"*",".",589,".",1,1.42,8637675,8637771,15.76796,8637589,8637787,26.065,"Promoter",16,8637674,8657531,19858,1,"54128","ENSMUST00000023396","9",0,"ENSMUSG00000022711"
"583","chr17",46674163,46674416,254,"*",".",581,".",0.95,1.4,46674286,46674379,15.76796,46674162,46674416,31.80507,"Promoter",17,46666324,46674287,7964,2,"224823","ENSMUST00000233155","1",0,"ENSMUSG00000023971"
"584","chr7",27731310,27731438,129,"*",".",592,".",1.01,1.43,27731326,27731422,15.76796,27731309,27731438,27.24944,"Promoter",7,27731389,27753702,22314,1,"22718","ENSMUST00000108336","7",0,"ENSMUSG00000037640"
"585","chr7",127042415,127042577,163,"*",".",567,".",0.89,1.37,127042414,127042550,15.76796,127042421,127042577,21.83826,"Promoter",7,127027731,127042471,14741,2,"110033","ENSMUST00000032915","7",0,"ENSMUSG00000030677"
"586","chr1",165460951,165461073,123,"*",".",585,".",0.97,1.41,165460956,165461062,15.7582,165460950,165461073,24.02815,"Promoter",1,165461037,165481214,20178,1,"70456","ENSMUST00000027853","5",0,"ENSMUSG00000026568"
"587","chr14",62332003,62332159,157,"*",".",586,".",0.98,1.41,62332023,62332159,15.67346,62332002,62332127,28.36202,"Promoter",14,62332068,62372992,40925,1,"67153","ENSMUST00000022499","12",0,"ENSMUSG00000021932"
"588","chr1",37890418,37890577,160,"*",".",575,".",0.94,1.39,37890417,37890561,15.67255,37890434,37890577,29.70004,"Promoter",1,37890477,37898535,8059,1,"107734","ENSMUST00000027256","11",0,"ENSMUSG00000026087"
"589","chr1",161969095,161969317,223,"*",".",563,".",0.86,1.36,161969108,161969317,15.67255,161969094,161969315,21.53394,"Promoter",1,161969186,161973435,4250,1,"67292","ENSMUST00000111594","2",0,"ENSMUSG00000026698"
"590","chr15",51865426,51865626,201,"*",".",584,".",0.97,1.41,51865426,51865622,15.67255,51865425,51865626,25.0329,"Promoter",15,51786558,51865523,78966,2,"68135","ENSMUST00000022925","9",0,"ENSMUSG00000022312"
"591","chr2",23068059,23068265,207,"*",".",572,".",0.93,1.38,23068069,23068256,15.67255,23068058,23068265,23.03462,"Promoter",2,23068167,23115418,47252,1,"74159","ENSMUST00000227663","1",0,"ENSMUSG00000026781"
"592","chr2",112367957,112368077,121,"*",".",580,".",0.95,1.4,112367967,112368068,15.67255,112367956,112368077,29.70004,"Promoter",2,112363011,112368027,5017,2,"68032","ENSMUST00000028551","3",0,"ENSMUSG00000027131"
"593","chr6",40471242,40471447,206,"*",".",540,".",0.78,1.3,40471268,40471404,15.67255,40471241,40471447,20.75351,"Promoter",6,40471352,40484700,13349,1,"381760","ENSMUST00000114779","8",0,"ENSMUSG00000029911"
"594","chr4",132767998,132768243,246,"*",".",567,".",0.89,1.37,132768011,132768102,15.62425,132767997,132768243,31.2294,"Promoter",4,132768332,132776710,8379,1,"19891","ENSMUST00000153046","7",-89,"ENSMUSG00000028884"
"595","chr15",76899819,76899982,164,"*",".",578,".",0.94,1.39,76899858,76899964,15.50608,76899818,76899982,27.33109,"Promoter",15,76899910,76901305,1396,1,"66398","ENSMUST00000068407","5",0,"ENSMUSG00000055041"
"596","chr3",103058218,103058395,178,"*",".",579,".",0.95,1.4,103058263,103058380,15.36488,103058217,103058395,27.24944,"Promoter",3,103058285,103067914,9630,1,"18176","ENSMUST00000029445","12",0,"ENSMUSG00000027852"
"597","chr12",103425796,103426086,291,"*",".",574,".",0.93,1.38,103425795,103426086,15.08377,103425800,103426079,26.06316,"Promoter",12,103407982,103425819,17838,2,"27225","ENSMUST00000044923","14",0,"ENSMUSG00000041645"
"598","chr13",30545295,30545468,174,"*",".",550,".",0.82,1.33,30545299,30545403,15.08377,30545294,30545468,21.83826,"Promoter",13,30540308,30545362,5055,2,"66694","ENSMUST00000042834","3",0,"ENSMUSG00000038462"
